,SITE_ID,COUNTRY,LATITUDE,LONGITUDE,POINT_INFO,FARM_TYPE,COAST_DIST,POSITION_COASTLINE,STATUS,PRODUCTION_METHOD,PRODUCTS_DETAIL,PRODUCTION_STAGE,PURPOSE,OWNER_NAME
226,EL_0042,Greece,37.98722222200007,24.396388889000036,Original,n.a.,926.249,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,BLUE FARM AQUACULTURE S.A.
227,EL_0043,Greece,38.07555555600004,24.285555556000077,Original,n.a.,108.5217,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,BLUE FARM AQUACULTURE S.A.
228,EL_0049,Greece,38.29388888900007,25.92361111100007,Original,n.a.,70.6381,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,DIAPORI FISH FARMING S.A.
229,EL_0066,Greece,38.32305555600004,24.03305555600008,Original,n.a.,192.0806,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,FEIDO S.A.
230,EL_0068,Greece,38.31972222200005,24.08138888900004,Original,n.a.,178.3953,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,FEIDO S.A.
231,EL_0071,Greece,37.93500000000006,27.156944444000032,Original,n.a.,5223.9183,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,FISH PSERIMOS S.A.
232,EL_0076,Greece,38.47083333300003,26.15138888900003,Original,n.a.,112.4534,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,FORKYS AQUACULTURE S.A.
233,EL_0077,Greece,38.472361111000055,26.15294444400007,Original,n.a.,0.1559,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,FORKYS AQUACULTURE S.A.
234,EL_0078,Greece,38.46194444400004,26.153055556000027,Original,n.a.,98.1745,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,FORKYS AQUACULTURE S.A.
235,EL_0079,Greece,38.51000000000005,26.15166666700003,Original,n.a.,83.4664,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,FORKYS AQUACULTURE S.A.
236,EL_0081,Greece,37.20497222200004,26.78385833300007,Original,n.a.,209.4826,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,G. & D. MANIS G.P.
237,EL_0106,Greece,35.480000000000075,24.11111111100007,Original,n.a.,281.8484,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,HELLENIC CENTRE FOR MARINE RESEARCH (H.C.M.R.)
238,EL_0107,Greece,37.46500000000003,26.99972222200006,Original,n.a.,86.813,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,HELLENIC FISH S.A.
239,EL_0108,Greece,37.473611111000025,26.989305556000033,Original,n.a.,148.1546,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,HELLENIC FISH S.A.
240,EL_0110,Greece,38.208888889000036,24.049444444000073,Original,n.a.,116.8138,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,HELLENIC FISHFARMING S.A.
241,EL_0117,Greece,37.91916666700007,24.693055556000047,Original,n.a.,123.6091,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,HELLENIC FISHFARMING S.A.
242,EL_0122,Greece,40.32083333300005,24.217777778000027,Original,n.a.,252.0773,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,IERA MEGISTI MONI VATOPAIDIOY
243,EL_0123,Greece,39.02666666700003,26.535000000000025,Original,n.a.,21.8756,Within the coastline,n.a.,Saltwater tanks/raceways,Mediterranean marine fish,"Hatchery, Nursery, Broodstock",n.a.,INTERFISH AQUACULTURE S.A.
244,EL_0132,Greece,38.32472222200005,24.075000000000045,Original,n.a.,111.2643,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,KARPASIA AQUACULTURES S.A.
245,EL_0146,Greece,38.08777777800003,24.21194444400004,Original,n.a.,324.973,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,LAFIA AQUACULTURES S.A.
246,EL_0148,Greece,36.245833333000064,27.77555555600003,Original,n.a.,247.6571,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,LAMAR S.A.
247,EL_0155,Greece,38.322777778000045,24.08888888900003,Original,n.a.,145.998,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,LION AQUACULTURES S.A.
248,EL_0163,Greece,37.20173888900007,26.778688889000023,Original,n.a.,212.5539,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,MANI BROS & SONS S.A.
249,EL_0168,Greece,40.95805555600003,24.529722222000032,Original,n.a.,81.7515,Within the coastline,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,MARIA MICHAILIDOY
250,EL_0170,Greece,37.089722222000034,26.887500000000045,Original,n.a.,76.8186,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,MARKELLOS MARINE FARM S.A.
251,EL_0171,Greece,37.20833333300004,26.798055556000065,Original,n.a.,107.4745,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,MARKELLOS MARINE FARM S.A.
252,EL_0172,Greece,37.18486111100003,26.77083333300004,Original,n.a.,156.6491,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,MARKELLOS MARINE FARM S.A.
253,EL_0173,Greece,37.19472222200005,26.795000000000073,Original,n.a.,152.0321,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,MARKELLOS MARINE FARM S.A.
254,EL_0174,Greece,37.200000000000045,26.79305555600007,Original,n.a.,160.1742,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,MARKELLOS MARINE FARM S.A.
255,EL_0175,Greece,38.005833333000055,24.283888889000025,Original,n.a.,219.8369,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,MARMARI AQUACULTURE P.C.
256,EL_0180,Greece,38.48611111100007,26.130833333000055,Original,n.a.,114.911,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,MIKES CHAVIARAS S.A.
257,EL_0193,Greece,38.49722222200006,26.26972222200004,Original,n.a.,239.2236,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,NIREUS AQUACULTURES S.A.
258,EL_0211,Greece,38.491975000000025,26.147800000000075,Original,n.a.,53.0294,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,NIREUS AQUACULTURES S.A.
259,EL_0214,Greece,38.48861111100007,26.143055556000036,Original,n.a.,76.9647,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,NIREUS AQUACULTURES S.A.
260,EL_0215,Greece,38.54216111100004,26.126658333000023,Original,n.a.,56.9007,Within the coastline,n.a.,Saltwater tanks/raceways,Mediterranean marine fish,"Hatchery, Nursery, Broodstock",n.a.,NIREUS AQUACULTURES S.A.
261,EL_0216,Greece,38.496219444000076,26.156719444000032,Original,n.a.,309.5565,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,NIREUS AQUACULTURES S.A.
262,EL_0217,Greece,38.36597222200004,24.048333333000073,Original,n.a.,251.8438,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,NIREUS AQUACULTURES S.A.
263,EL_0218,Greece,38.49194444400007,26.281388889000027,Original,n.a.,230.9298,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,NIREUS AQUACULTURES S.A.
264,EL_0227,Greece,38.358472222000046,24.05083333300007,Original,n.a.,297.5208,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,NIREUS AQUACULTURES S.A.
265,EL_0241,Greece,38.321666667000045,24.053888889000064,Original,n.a.,131.0743,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,PERSEUS S.A.
266,EL_0242,Greece,38.25388888900005,24.121805556000027,Original,n.a.,158.4068,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,PERSEUS S.A.
267,EL_0243,Greece,38.25555555600005,24.10777777800007,Original,n.a.,275.9892,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,PERSEUS S.A.
268,EL_0244,Greece,38.32138888900005,24.040000000000077,Original,n.a.,212.4551,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,PERSEUS S.A.
269,EL_0245,Greece,38.31861111100005,24.06000000000006,Original,n.a.,172.9731,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,PERSEUS S.A.
270,EL_0247,Greece,38.086388889000034,24.27444444400004,Original,n.a.,180.1476,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,PETALIOI ALIEYMATA S.A.
271,EL_0273,Greece,37.948888889000045,27.032500000000027,Original,n.a.,8085.7083,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
272,EL_0278,Greece,39.301388889000066,26.075000000000045,Original,n.a.,279.0524,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
273,EL_0279,Greece,39.005833333000055,26.598333333000028,Original,n.a.,386.6342,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
274,EL_0280,Greece,39.027222222000034,26.531944444000032,Original,n.a.,126.0123,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
275,EL_0281,Greece,36.962500000000034,27.036111111000025,Original,n.a.,97.6552,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
276,EL_0283,Greece,36.25833333300005,27.773888889000034,Original,n.a.,262.9314,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
277,EL_0284,Greece,36.24527777800006,27.788888889000077,Original,n.a.,281.2502,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
278,EL_0289,Greece,36.957777778000036,27.041111111000077,Original,n.a.,141.978,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
279,EL_0290,Greece,37.191111111000055,26.76527777800004,Original,n.a.,67.7286,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
280,EL_0292,Greece,36.598611111000025,26.394166667000036,Original,n.a.,151.7409,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
281,EL_0297,Greece,36.60638888900007,26.391944444000046,Original,n.a.,188.0795,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
282,EL_0299,Greece,38.26388888900004,24.10555555600007,Original,n.a.,267.5279,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
283,EL_0304,Greece,37.03694444400003,26.922222222000073,Original,n.a.,106.8452,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
284,EL_0318,Greece,40.95880555600007,24.529166667000027,Original,n.a.,163.6837,Within the coastline,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SIDIROPOULOS KYRIAKOS
285,EL_0325,Greece,37.11638888900006,26.827500000000043,Original,n.a.,111.9705,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SOFIA AND THEODOROS DIAMANTI G.P.
286,CY_0001,Cyprus,34.694979329000034,33.242005025000026,Polygon centroid,Other diversified farm,1097.6215,At sea,Active,Sea cages,"Seabass, Seabream, Meagre",Grow out for human consumption,n.a.,EAST MEDITERRANEAN  AQUA TECHNIQUE LTD (EMAT LTD)
287,CY_0002,Cyprus,34.70175877400004,33.285483526000064,Polygon centroid,Other diversified farm,1473.1231,At sea,Active,Sea cages,"Seabass, Seabream, Meagre",Grow out for human consumption,n.a.,SEAWAVE FISHERIES LTD
288,CY_0003,Cyprus,34.70156110500005,33.28244668700006,Polygon centroid,Other diversified farm,1257.7169,At sea,Active,Sea cages,"Seabass, Seabream, Meagre",Grow out for human consumption,n.a.,SEAWAVE FISHERIES LTD
289,CY_0004,Cyprus,34.691612064000026,33.319387575000064,Polygon centroid,Seabass-Seabream,2957.6073,At sea,Active,Sea cages,"Seabass, seabream",Grow out for human consumption,n.a.,TELIA VASILIKO LTD
290,CY_0005,Cyprus,34.69683888900005,33.268355556000074,Polygon centroid,Other diversified farm,1148.4447,At sea,Active,Sea cages,"Seabass, Seabream, Meagre",Grow out for human consumption,n.a.,BLUE ISLAND PUBLIC
291,CY_0006,Cyprus,34.699179333000075,33.27069505400004,Polygon centroid,Other diversified farm,938.2925,At sea,Active,Sea cages,"Seabass, Seabream, Meagre",Grow out for human consumption,n.a.,BLUE ISLAND PUBLIC
292,CY_0007,Cyprus,34.67701069200007,33.26388005500007,Polygon centroid,Seabass-Seabream,3155.2922,At sea,Active,Sea cages,"Seabass, seabream",Grow out for human consumption,n.a.,OCEANIS AQUACULTURE LTD
293,CY_0008,Cyprus,34.68260930200006,33.24685244500006,Polygon centroid,Seabass-Seabream,2469.1511,At sea,Active,Sea cages,"Seabass, seabream",Grow out for human consumption,n.a.,KITIANA FISHERIES LTD
294,CY_0009,Cyprus,34.64269051300005,33.024226818000045,Polygon centroid,Seabass-Seabream,955.5853,At sea,Active,Sea cages,"Seabass, seabream",Grow out for human consumption,n.a.,KIMAGRO FISHFARMING LTD
295,CY_0010,Cyprus,34.63771243600007,33.03869726500005,Polygon centroid,Seabass-Seabream,2143.9471,At sea,Active,Sea cages,"Seabass, seabream",Grow out for human consumption,n.a.,KIMAGRO FISHFARMING LTD
296,CY_0011,Cyprus,34.950125409000066,33.907869438000034,Polygon centroid,Seabass-Seabream,1440.9134,At sea,Active,Sea cages,"Seabass, seabream",Grow out for human consumption,n.a.,TELIA AQUA MARINE LTD
297,CY_0012,Cyprus,34.69738333300006,33.20172500000007,Polygon centroid,Seabass-Seabream,1013.0688,At sea,Inactive,Sea cages,"Seabass, seabream",Grow out for human consumption,n.a.,ICHTHYS ECO FARM LTD
298,CY_0013,Cyprus,34.69738333300006,33.197558333000075,Polygon centroid,Seabass-Seabream,980.2184,At sea,Inactive,Sea cages,"Seabass, seabream",Grow out for human consumption,n.a.,ICHTHYS ECO FARM LTD
299,CY_0016,Cyprus,34.956000000000074,33.890833333000046,Original,Seabass-Seabream,180.4165,Within the coastline,Active,Saltwater tanks/raceways,"Seabass, seabream",Hatchery,n.a.,TELIA AQUA MARINE LTD
300,ES_0047,Spain,37.82571388900004,-0.6811194439999326,Original,Seabass-Seabream,6134.311823283382,At sea,Active,Sea cages,Gilt-head Bream (Sparus aurata),Grow out for human consumption,Commercial,n.a.
301,ES_0044,Spain,39.65140555600004,-0.20923055599996587,Original,Seabass-Seabream,26.510927661177053,Within the coastline,Active,Saltwater tanks/raceways,Gilt-head Bream (Sparus aurata),Nursery,Commercial,n.a.
302,ES_0032,Spain,37.806477778000044,-0.6732027779999612,Original,Seabass-Seabream,6875.5679555519755,At sea,Active,Sea cages,Gilt-head Bream (Sparus aurata),Grow out for human consumption,n.a.,n.a.
303,ES_0088,Spain,37.86204166700003,-0.6730166669999562,Original,Other specialised farm,6849.504761652896,At sea,Active,Sea cages,Amberjack (Seriola dumerili),Grow out for human consumption,Commercial,n.a.
304,ES_0027,Spain,38.112016667000034,-0.6451249999999504,Original,Seabass-Seabream,245.28607306776425,Within the coastline,Active,Saltwater tanks/raceways,Gilt-head Bream (Sparus aurata),Nursery,Commercial,n.a.
305,ES_0024,Spain,38.49364333300008,-0.19930249999993066,Original,Other specialised farm,2082.9187050299483,At sea,Active,Sea cages,Amberjack (Seriola dumerili),Grow out for human consumption,Commercial,n.a.
306,ES_0092,Spain,37.34022777800004,-1.611752777999925,Original,Seabass-Seabream,3941.6899149701967,At sea,Active,Sea cages,Gilt-head Bream (Sparus aurata),Grow out for human consumption,n.a.,n.a.
307,ES_0025,Spain,36.97941194400005,-1.901961943999936,Original,Other specialised farm,78.23444429740078,Within the coastline,Active,Saltwater tanks/raceways,Meagre (Argyrosomus regius),Nursery,n.a.,n.a.
308,ES_0093,Spain,36.74438888900005,-3.5998916669999517,Original,Seabass-Seabream,50.159412619505154,Within the coastline,Active,Saltwater tanks/raceways,Gilt-head Bream (Sparus aurata),Nursery,n.a.,n.a.
309,ES_0030,Spain,39.893636111000035,-0.03559166699994876,Original,Other specialised farm,36.94478538417786,Within the coastline,Active,Saltwater tanks/raceways,Meagre (Argyrosomus regius),Nursery,Commercial,n.a.
310,ES_0031,Spain,38.09826944400004,-0.601263888999938,Original,Seabass-Seabream,3784.341234720513,At sea,Active,Sea cages,Gilt-head Bream (Sparus aurata),Grow out for human consumption,Commercial,n.a.
311,ES_0048,Spain,37.571505556000034,-0.8703444439999544,Original,Other specialised farm,831.5590999169484,Within the coastline,Active,Saltwater ponds,Mullets (Mugil spp.),Grow out for human consumption,Commercial,n.a.
312,ES_0116,Spain,37.56547222200004,-0.8741833329999622,Original,Seabass-Seabream,14663.128996439918,Within the coastline,Active,Saltwater ponds,White Seabream (Diplodus sargus),Grow out for human consumption,n.a.,n.a.
313,ES_0106,Spain,37.82563333300004,-0.6697583329999475,Original,Other specialised farm,465.6468893183493,At sea,Active,Sea cages,Pollack (Pollachius pollachius),n.a.,n.a.,n.a.
314,ES_0055,Spain,37.789961111000025,-0.6797527779999655,Original,Other specialised farm,2891.4458435890238,Within the coastline,Active,Saltwater ponds,Mullets (Mugil spp.),Grow out for human consumption,Commercial,n.a.
315,ES_0107,Spain,36.81593055600007,-2.5374805559999345,Original,Other specialised farm,552.3871201052083,At sea,Active,Sea cages,Pollack (Pollachius pollachius),n.a.,n.a.,n.a.
316,ES_0052,Spain,37.825291667000045,-0.6641305559999751,Original,Flatfish,28.468131593486838,Within the coastline,Active,Saltwater tanks/raceways,Senegalese Sole (Solea senegalensis),Nursery,n.a.,n.a.
317,ES_0104,Spain,39.79489722200003,-0.0662083329999632,Original,Salmon,499.74175640023367,At sea,Active,Sea cages,Atlantic salmon (Salmo salar),n.a.,Commercial,n.a.
318,ES_0053,Spain,37.825666667000064,-0.6755055559999619,Original,Seabass-Seabream,1140.3603622674714,Within the coastline,Active,Saltwater ponds,White Seabream (Diplodus sargus),n.a.,n.a.,n.a.
319,ES_0105,Spain,38.57198611100006,-0.03242777799994201,Original,Salmon,615.679417550366,At sea,Active,Sea cages,Atlantic salmon (Salmo salar),n.a.,Commercial,n.a.
320,ES_0111,Spain,38.07463083300007,-0.5940411109999673,Original,Other specialised farm,390.50530043312057,At sea,Active,Sea cages,Pollack (Pollachius pollachius),n.a.,n.a.,n.a.
321,ES_0006,Spain,38.08667500000007,-0.5982249999999567,Original,Other specialised farm,422.39316251583676,At sea,Active,Sea cages,Meagre (Argyrosomus regius),Grow out for human consumption,Commercial,n.a.
322,ES_0062,Spain,38.41878333300008,-0.34872777799995447,Original,Seabass-Seabream,7131.162824249443,At sea,Active,Sea cages,Gilt-head Bream (Sparus aurata),Grow out for human consumption,Commercial,n.a.
323,ES_0063,Spain,36.98099166700007,-1.9021611109999412,Original,Tuna,5688.075138232676,At sea,Active,Sea cages,Atlantic bluefin tuna (Thunnus thynnus),Grow out for human consumption,n.a.,n.a.
324,ES_0061,Spain,38.11967500000003,-0.5962749999999346,Original,Seabass-Seabream,410.80031785340003,At sea,Active,Sea cages,Gilt-head Bream (Sparus aurata),Grow out for human consumption,n.a.,n.a.
325,ES_0041,Spain,37.43901666700003,-1.486699999999928,Original,Seabass-Seabream,6626.690866111122,At sea,Active,Sea cages,European Seabass (Dicentrarchus labrax),n.a.,Commercial,n.a.
326,ES_0028,Spain,37.412894444000074,-1.5333805559999405,Original,Seabass-Seabream,1712.9606563495106,At sea,Active,Sea cages,Gilt-head Bream (Sparus aurata),Grow out for human consumption,Commercial,n.a.
327,ES_0083,Spain,39.79098888900006,-0.06878888899996127,Original,Seabass-Seabream,874.1137922210077,Within the coastline,Active,Saltwater ponds,White Seabream (Diplodus sargus),Grow out for human consumption,Commercial,n.a.
328,ES_0080,Spain,37.56569722200004,-0.8679638889999524,Original,Seabass-Seabream,4687.772194063321,At sea,Active,Sea cages,Gilt-head Bream (Sparus aurata),Grow out for human consumption,Commercial,n.a.
329,ES_0029,Spain,39.826502778000076,-0.007619443999942632,Original,Seabass-Seabream,4224.446240461674,At sea,Active,Sea cages,Gilt-head Bream (Sparus aurata),Grow out for human consumption,Commercial,n.a.
330,ES_0086,Spain,37.81694722200007,-0.6944444439999415,Original,Seabass-Seabream,2032.053683113682,Within the coastline,Active,Saltwater ponds,Spotted Seabass (Dicentrarchus punctatus),Grow out for human consumption,Commercial,n.a.
331,ES_0087,Spain,39.64470000000006,-0.16911388899995927,Original,Seabass-Seabream,3200.260792454306,Within the coastline,Active,Saltwater ponds,White Seabream (Diplodus sargus),Grow out for human consumption,Commercial,n.a.
332,ES_0016,Spain,38.616011111000034,0.03751388900002439,Original,Seabass-Seabream,3134.6318567262515,At sea,Active,Sea cages,Gilt-head Bream (Sparus aurata),Grow out for human consumption,Commercial,n.a.
333,ES_0017,Spain,42.25698055600003,3.1711555560000306,Original,Flatfish,66.2819273568895,Within the coastline,Active,Saltwater tanks/raceways,Senegalese Sole (Solea senegalensis),Nursery,n.a.,n.a.
334,ES_0022,Spain,39.54497222200007,2.6986583330000258,Original,Seabass-Seabream,3844.185443193157,At sea,Active,Sea cages,Gilt-head Bream (Sparus aurata),n.a.,Commercial,n.a.
335,ES_0075,Spain,40.86256944400003,0.8545388890000254,Original,Seabass-Seabream,1252.5843960303741,Within the coastline,Active,Saltwater ponds,Spotted Seabass (Dicentrarchus punctatus),Grow out for human consumption,Commercial,n.a.
336,ES_0020,Spain,39.813234167000076,3.0957200000000284,Original,Flatfish,66.5111661034246,Within the coastline,Active,Saltwater tanks/raceways,Turbot (Scophtalmus maximus),Grow out for human consumption,Commercial,n.a.
